ID	p	CC	T	SP	l2	lmax_l2	Rg
1723490891209.0	0.001	0.08188057217136183	0.08884819775889179	2.1322175732217574	7.8858720959276765	5.634540768886595	3484.006761761976
1723490891548.0	0.011090909090909092	0.08459720945297365	0.09044152555784143	2.12918410041841	7.969770253976824	5.538206126229139	3490.179792137549
1723490891896.0	0.021181818181818184	0.07809818531631271	0.08510427992487891	2.133716875871688	7.695621106748765	6.046179945757547	3492.754361152777
1723490892205.0	0.03127272727272727	0.08257368291605721	0.08908275972466784	2.1285913528591354	8.198108030822205	5.873120991536292	3474.768363987302
1723490892526.0	0.041363636363636366	0.0872268311205493	0.09431493815413891	2.132357043235704	7.386421788852185	5.684143031822046	3467.905283261937
1723490892856.0	0.05145454545454546	0.08940149943850108	0.0943422630947621	2.134239888423989	7.7675907875169585	5.832025401663265	3497.7981686703674
1723490893175.0	0.06154545454545455	0.08873723328345114	0.09501706484641638	2.1273361227336123	7.939876180380916	5.955285130033069	3466.353573969165
1723490893495.0	0.07163636363636364	0.09226224689864093	0.09876973073351904	2.1256276150627613	8.077366124850377	5.514494252408102	3481.975865134297
1723490893849.0	0.08172727272727273	0.09057260119406249	0.09669731694238674	2.129358437935844	7.837502181278279	5.672979454196286	3464.065317845546
1723490894163.0	0.09181818181818183	0.09704194185187423	0.10307287093942054	2.128521617852162	7.9952282505932475	5.215969041175337	3462.2373584251313
1723490894456.0	0.10190909090909092	0.09871443622039063	0.10523136173988559	2.1247907949790794	8.095347945592179	5.559534797748957	3476.83945147189
1723490894796.0	0.112	0.09271307568625331	0.1018321853226671	2.1366806136680614	7.783402588070507	5.62690834121928	3471.2663791196587
1723490895103.0	0.1220909090909091	0.09505716470779738	0.10264051975919414	2.134728033472803	7.75732989638691	5.477299740451751	3471.590754459952
1723490895414.0	0.13218181818181818	0.098079285656389	0.1075710925398252	2.1267433751743376	8.152774381234096	5.680370314668711	3429.029308533392
1723490895769.0	0.14227272727272727	0.1042510459572478	0.10838531899422098	2.1302301255230125	8.00343102705842	5.7970819550886405	3511.0838299051293
1723490896098.0	0.15236363636363637	0.10544181034404576	0.11105410181859643	2.1289400278940027	7.917609681365139	6.083283396918469	3500.6406100684794
1723490896394.0	0.16245454545454546	0.1050632780154696	0.11050415386366223	2.1268828451882844	7.82569976080458	6.184260809895423	3501.3047869054813
1723490896712.0	0.17254545454545456	0.10899842631773365	0.11261718974673594	2.1350418410041843	7.906939892121968	5.768967502008465	3488.4143336864076
1723490897038.0	0.18263636363636365	0.11224279521449917	0.11889869317547191	2.130334728033473	7.5047582851316665	6.22870365760976	3479.034952772125
1723490897366.0	0.19272727272727275	0.1095642157314682	0.11572085889570552	2.1319037656903768	7.266115012375529	6.881660775108767	3494.808535669469
1723490897675.0	0.20281818181818184	0.11176372504530985	0.11903809904609584	2.1298465829846585	7.529876008227483	5.936047234447967	3483.6635545234662
1723490897960.0	0.2129090909090909	0.11401458866726798	0.11993034490506685	2.1235355648535563	7.906220396469119	5.639664788979481	3465.617666552303
1723490898301.0	0.223	0.11280243609368219	0.11727595013913773	2.130613668061367	6.983719501267853	7.00745729205848	3517.366410976375
1723490898662.0	0.2330909090909091	0.11637092007843203	0.12082227863564353	2.1327405857740587	7.756854177612155	5.74632805463388	3491.520919677088
1723490898950.0	0.2431818181818182	0.11962389017552061	0.12440301513320674	2.134623430962343	7.419405898937692	5.947165911988057	3507.9806202088375
1723490899228.0	0.25327272727272726	0.12230329694990476	0.12797393544476435	2.140376569037657	7.314102800990311	6.231401023084022	3499.393422449377
1723490899520.0	0.26336363636363636	0.12429790441050478	0.1280919058488942	2.131729428172943	7.650562632705958	6.41078260502391	3485.9721253724365
1723490899807.0	0.27345454545454545	0.12515130762007506	0.12782740037667592	2.1390516039051604	7.578129677415174	6.207954636827134	3520.7007888084618
1723490900080.0	0.28354545454545454	0.123131795447983	0.13029247377689304	2.1401324965132495	7.522583345850615	6.294597558496034	3549.3537141427496
1723490900370.0	0.29363636363636364	0.12228867868689507	0.12430278884462151	2.1428521617852163	7.499408885659122	6.405807403067076	3559.321415150085
1723490900633.0	0.30372727272727273	0.12989198886867165	0.13158746786020378	2.13744769874477	6.0120615150798855	7.7767302222785	3547.3809299715494
1723490900901.0	0.31381818181818183	0.12450382231213797	0.131323339509292	2.1367503486750348	7.801134697070822	6.537558865275637	3532.539562179897
1723490901214.0	0.3239090909090909	0.1279272208478775	0.13098133113846383	2.1369246861924687	7.563294169897404	6.380098364248595	3531.5903832644763
1723490901473.0	0.334	0.13268335670075776	0.13070100143061517	2.1422942817294284	6.933834670761908	6.462294250366706	3590.793565987803
1723490901736.0	0.3440909090909091	0.13413083840525733	0.13598431811817419	2.138702928870293	7.099028693529238	7.175396342864761	3558.085835771472
1723490901984.0	0.3541818181818182	0.13971091863065707	0.1395935207823961	2.1467573221757323	7.618270758371857	6.112507189686597	3543.2232024180967
1723490902262.0	0.3642727272727273	0.1272630187950576	0.13148083420715367	2.1452928870292887	7.712229475371915	6.377980146987272	3551.1518474055224
1723490902569.0	0.3743636363636364	0.13230541309889032	0.13299519900882764	2.147245467224547	7.2241351384538515	6.447179463429318	3567.2321460403214
1723490902841.0	0.3844545454545455	0.14264567661076047	0.14342994615648985	2.1479428172942816	7.134149751457816	8.073573225020976	3553.849875807227
1723490903103.0	0.3945454545454546	0.13911640301278208	0.13886843634954465	2.150453277545328	7.166122841336746	7.371337153404391	3639.1551270104756
1723490903364.0	0.4046363636363637	0.13555739093490246	0.13737193255906785	2.1450488145048814	7.34156522960958	7.189565078009432	3609.9686082807398
1723490903671.0	0.4147272727272727	0.1382834536678143	0.13896614558358109	2.1476987447698743	7.356402634164594	6.786943353682352	3589.7443188103903
1723490903951.0	0.4248181818181818	0.1490166863493143	0.1452696292360821	2.1507322175732217	7.279350461582153	6.86260871455605	3637.52318958304
1723490904211.0	0.4349090909090909	0.14818436862835774	0.14483897291860398	2.150244072524407	7.211283909567707	6.7414608471974	3655.5173642038417
1723490904448.0	0.445	0.1522554999678151	0.1450692285956485	2.14581589958159	7.366330417702606	6.675423318437862	3661.6671874533768
1723490904715.0	0.4550909090909091	0.14889044645913385	0.1457256499433161	2.156136680613668	7.185521686002781	6.8331393922935195	3662.2500604472793
1723490905003.0	0.4651818181818182	0.15410807788733683	0.1493620934063829	2.1591352859135284	6.760332388118901	7.231611525772629	3672.0831124407623
1723490905282.0	0.4752727272727273	0.1524481591250404	0.1482538233280073	2.1542538354253837	7.122714179062654	7.0288663080868385	3618.3228182740495
1723490905510.0	0.4853636363636364	0.1603387841330558	0.15039993772259308	2.1625523012552303	6.664091600274673	7.785757617463243	3728.74535009942
1723490905760.0	0.4954545454545455	0.16519319894619092	0.15637461547225703	2.1578451882845187	6.802461224188748	7.625638428629121	3680.838200413787
1723490905984.0	0.5055454545454545	0.1687753088641225	0.1564779105731414	2.1686192468619248	6.085598175026911	9.012178628125463	3751.7315192708147
1723490906206.0	0.5156363636363637	0.15814015993451574	0.15214148732154273	2.168584379358438	7.008499174318332	7.8504223327825855	3734.514629705079
1723490906425.0	0.5257272727272727	0.167987305246191	0.15533131124591693	2.1748953974895398	6.948531209633422	7.074688434369268	3775.2456901341548
1723490906693.0	0.5358181818181819	0.16620833492576947	0.15517343028397368	2.180613668061367	6.430995589874746	7.928441718758831	3806.4377032793823
1723490906967.0	0.5459090909090909	0.17194350441759687	0.15877645794553932	2.171896792189679	6.515296521484995	9.283719750479746	3783.959074505161
1723490907194.0	0.556	0.17166920495064036	0.15803772712383668	2.1619595536959553	7.14432304967056	8.328080156681496	3743.34916712988
1723490907415.0	0.5660909090909091	0.1672080260955072	0.15720577192377164	2.1783821478382146	6.852202658948286	6.747531083531874	3782.652739566403
1723490907631.0	0.5761818181818182	0.1749873920097328	0.15970936317526768	2.18476290097629	6.666800256720862	7.398732685109439	3830.742418514274
1723490907854.0	0.5862727272727273	0.18126836814207262	0.16612301502041135	2.1834728033472803	6.383745876001148	8.865285363862847	3803.4653634478473
1723490908063.0	0.5963636363636364	0.17563007202182687	0.16421318271946164	2.1851813110181313	5.845869505489628	8.710263732106776	3796.7243200912158
1723490908268.0	0.6064545454545455	0.18805385775659986	0.1673235251635268	2.1957461645746164	5.087222884651374	10.736314100407702	3895.5303851279377
1723490908483.0	0.6165454545454546	0.18332167547728187	0.1695260947810438	2.18615760111576	5.7101477008643595	9.410190732735114	3827.1222060977884
1723490908686.0	0.6266363636363637	0.1912624114752659	0.16879013352359595	2.1898884239888425	6.373222758300747	7.720013542027542	3904.010337102257
1723490908895.0	0.6367272727272728	0.19331532327047748	0.1709502038798962	2.206938633193863	5.663761427261191	9.833795466757461	3972.838587969107
1723490909104.0	0.6468181818181818	0.1843649712145004	0.1699279724132302	2.1995118549511856	6.553938063206671	7.300173760697269	3880.779381918274
1723490909313.0	0.6569090909090909	0.19139345860375429	0.17028401086224146	2.194595536959554	6.328337821064397	8.242043769168866	3896.189435718795
1723490909541.0	0.667	0.19995169337343927	0.1761868392491056	2.196478382147838	6.026872141443623	8.349661256790176	3954.72009701638
1723490909758.0	0.6770909090909091	0.1971317816857275	0.17061819092540803	2.204776847977685	6.079451182068427	9.796712021923843	3997.618683779002
1723490909952.0	0.6871818181818182	0.20603294574650344	0.17997836186597085	2.220676429567643	5.3474143719200855	10.412025105829644	4040.8697897632915
1723490910174.0	0.6972727272727273	0.21524198615309897	0.18334347014534091	2.216666666666667	5.884456950410736	8.540478479825888	4021.1832907698813
1723490910352.0	0.7073636363636364	0.21609559193099276	0.18007233895969688	2.225836820083682	5.193804565622104	10.35957245655453	4138.591200265675
1723490910543.0	0.7174545454545455	0.21501502980857537	0.1828993409612949	2.2295327754532774	5.708024053517792	9.239282650167787	4069.904235750699
1723490910716.0	0.7275454545454546	0.23080149376446776	0.1883005161536991	2.232810320781032	5.159975911155294	11.17688131031873	4160.944149090838
1723490910889.0	0.7376363636363636	0.22061426214345983	0.1860954903706277	2.2346931659693166	5.190198352501642	10.956245895813685	4132.703707225685
1723490911123.0	0.7477272727272728	0.24227751736072678	0.19299459187523582	2.234623430962343	5.035001728210827	13.180297630426024	4271.069879878416
1723490911302.0	0.7578181818181818	0.24746571823814908	0.20289444432335826	2.2542189679218967	3.9925874790653393	13.708197758219884	4275.307676534029
1723490911503.0	0.767909090909091	0.22806251718342502	0.18765654100571574	2.232845188284519	5.008905528392287	10.604546257712007	4173.795095764621
1723490911696.0	0.778	0.2383652575487476	0.1934025796141993	2.2608437935843795	4.994940720309777	10.608259256862313	4293.043358673206
1723490911862.0	0.7880909090909092	0.24329939728793712	0.19311082958367917	2.2395746164574617	5.041250072605483	10.285340602623966	4325.305831794155
1723490912020.0	0.7981818181818182	0.2424499644633166	0.19922495547104416	2.2868200836820085	4.736067606384025	10.296235672526402	4382.730948547125
1723490912178.0	0.8082727272727274	0.262365771719197	0.20529590046259372	2.2700488145048814	4.951565665264582	12.007544697790616	4445.213361007369
1723490912335.0	0.8183636363636364	0.2596245038461	0.20797214888198323	2.2781380753138074	4.484442457260528	12.164536089370399	4332.071373734219
1723490912500.0	0.8284545454545454	0.2482922800622077	0.20360515410222152	2.2714435146443517	4.8746536758909	10.658282983587176	4313.676491485886
1723490912637.0	0.8385454545454546	0.27501575927856936	0.21154190544412607	2.2711645746164573	4.97069015959937	12.561546000654134	4465.115706623342
1723490912788.0	0.8486363636363636	0.2913264652258457	0.2152281287354248	2.275697350069735	4.852970995571431	11.638370870533649	4545.472137357618
1723490912963.0	0.8587272727272728	0.28773209699765245	0.221277704110627	2.3003486750348676	3.4377582958329995	15.892886154784403	4532.362822208623
1723490913128.0	0.8688181818181818	0.27410289735360294	0.2120828258221681	2.2995118549511857	4.466408989769431	11.307258352599014	4519.229287202626
1723490913276.0	0.878909090909091	0.31580797848014286	0.2402078133754393	2.34173640167364	4.272823476951012	13.460969419116731	4654.1426572254295
1723490913407.0	0.889	0.31667499660369175	0.23812237707890782	2.349128312412831	3.6321439887970937	14.170210096020735	4709.426422272672
1723490913545.0	0.8990909090909092	0.33576503714831335	0.24095731690771444	2.3806485355648537	3.1705689226227594	18.115024529022683	4991.524307241274
1723490913681.0	0.9091818181818182	0.3482774276669758	0.2524616710632852	2.369456066945607	3.691632238452448	19.02418588053168	4884.468122238211
1723490913812.0	0.9192727272727274	0.3404355950598482	0.2482295937383526	2.384344490934449	3.329590621367521	16.407875333911395	4928.854091694949
1723490913994.0	0.9293636363636364	0.366248586788755	0.26516698941560335	2.3849372384937237	3.6094902931754205	17.812030830048897	4889.44423581577
