ID	freq	p	H2
1723491489995.0	9.999999999999999e-05	0.4752727272727273	23.889981673922474
1723491489995.0	0.00011233240329780277	0.4752727272727273	23.887359708507084
1723491489995.0	0.0001261856883066021	0.4752727272727273	23.88405199334874
1723491489995.0	0.00014174741629268046	0.4752727272727273	23.87987945115159
1723491489995.0	0.00015922827933410923	0.4752727272727273	23.874616402229677
1723491489995.0	0.00017886495290574353	0.4752727272727273	23.867978532672378
1723491489995.0	0.00020092330025650479	0.4752727272727273	23.859607812778336
1723491489995.0	0.0002257019719633919	0.4752727272727273	23.849053626336904
1723491489995.0	0.00025353644939701115	0.4752727272727273	23.835749212167123
1723491489995.0	0.00028480358684358016	0.4752727272727273	23.81898233831193
1723491489995.0	0.00031992671377973844	0.4752727272727273	23.797858931848136
1723491489995.0	0.00035938136638046257	0.4752727272727273	23.771258186323184
1723491489995.0	0.0004037017258596554	0.4752727272727273	23.73777748971096
1723491489995.0	0.0004534878508128582	0.4752727272727273	23.69566540379143
1723491489995.0	0.000509413801481638	0.4752727272727273	23.64274095736761
1723491489995.0	0.000572236765935022	0.4752727272727273	23.57629781354082
1723491489995.0	0.0006428073117284319	0.4752727272727273	23.492992625003676
1723491489995.0	0.0007220809018385464	0.4752727272727273	23.38871838133879
1723491489995.0	0.0008111308307896872	0.4752727272727273	23.258466172518965
1723491489995.0	0.0009111627561154887	0.4752727272727273	23.09618305956501
1723491489995.0	0.0010235310218990267	0.4752727272727273	22.89464026464965
1723491489995.0	0.0011497569953977356	0.4752727272727273	22.645335250261816
1723491489995.0	0.001291549665014884	0.4752727272727273	22.33846372492826
1723491489995.0	0.0014508287784959402	0.4752727272727273	21.963012621620063
1723491489995.0	0.0016297508346206433	0.4752727272727273	21.507040362124936
1723491489995.0	0.0018307382802953678	0.4752727272727273	20.958221115505488
1723491489995.0	0.0020565123083486512	0.4752727272727273	20.30472631272782
1723491489995.0	0.002310129700083158	0.4752727272727273	19.536486787853438
1723491489995.0	0.002595024211399737	0.4752727272727273	18.646809485220707
1723491489995.0	0.002915053062825176	0.4752727272727273	17.634207991472934
1723491489995.0	0.003274549162877728	0.4752727272727273	16.50416016587694
1723491489995.0	0.0036783797718286343	0.4752727272727273	15.270373464728541
1723491489995.0	0.004132012400115334	0.4752727272727273	13.95509197563455
1723491489995.0	0.0046415888336127815	0.4752727272727273	12.588091180481516
1723491489995.0	0.005214008287999684	0.4752727272727273	11.204297749317123
1723491489995.0	0.005857020818056668	0.4752727272727273	9.840367903062981
1723491489995.0	0.006579332246575682	0.4752727272727273	8.53090050731172
1723491489995.0	0.007390722033525775	0.4752727272727273	7.305087753085388
1723491489995.0	0.008302175681319742	0.4752727272727273	6.1844532482075065
1723491489995.0	0.0093260334688322	0.4752727272727273	5.181972341459096
1723491489995.0	0.010476157527896652	0.4752727272727273	4.302478895702289
1723491489995.0	0.011768119524349979	0.4752727272727273	3.5439881916840674
1723491489995.0	0.013219411484660286	0.4752727272727273	2.899470808421043
1723491489995.0	0.014849682622544649	0.4752727272727273	2.3586694219432114
1723491489995.0	0.01668100537200059	0.4752727272727273	1.909685860129178
1723491489995.0	0.01873817422860383	0.4752727272727273	1.5402092819443536
1723491489995.0	0.021049041445120195	0.4752727272727273	1.238366708951855
1723491489995.0	0.023644894126454073	0.4752727272727273	0.9932426107673219
1723491489995.0	0.026560877829466867	0.4752727272727273	0.7951414332377027
1723491489995.0	0.0298364724028334	0.4752727272727273	0.6356689587740854
1723491489995.0	0.033516026509388404	0.4752727272727273	0.5076974549160597
1723491489995.0	0.037649358067924674	0.4752727272727273	0.40526428361356054
1723491489995.0	0.04229242874389499	0.4752727272727273	0.3234388541041689
1723491489995.0	0.04750810162102798	0.4752727272727273	0.25818061697573025
1723491489995.0	0.05336699231206307	0.4752727272727273	0.2062017011043547
1723491489995.0	0.05994842503189409	0.4752727272727273	0.16484148287596637
1723491489995.0	0.0673415065775082	0.4752727272727273	0.13195626350823794
1723491489995.0	0.0756463327554629	0.4752727272727273	0.1058247155411354
1723491489995.0	0.08497534359086438	0.4752727272727273	0.0850683385697221
1723491489995.0	0.09545484566618337	0.4752727272727273	0.06858545372297205
1723491489995.0	0.10722672220103231	0.4752727272727273	0.055496994347297116
1723491489995.0	0.12045035402587824	0.4752727272727273	0.04510233348975541
1723491489995.0	0.1353047774579806	0.4752727272727273	0.03684350865231371
1723491489995.0	0.1519911082952933	0.4752727272727273	0.030276387475320077
1723491489995.0	0.17073526474706904	0.4752727272727273	0.025047520966522498
1723491489995.0	0.19179102616724888	0.4752727272727273	0.02087562915283893
1723491489995.0	0.21544346900318845	0.4752727272727273	0.017536844774038395
1723491489995.0	0.24201282647943811	0.4752727272727273	0.014852997800565928
1723491489995.0	0.271858824273294	0.4752727272727273	0.01268235485997305
1723491489995.0	0.3053855508833415	0.4752727272727273	0.010912333103681282
1723491489995.0	0.3430469286314919	0.4752727272727273	0.009453789611531437
1723491489995.0	0.38535285937105274	0.4752727272727273	0.008236549404274164
1723491489995.0	0.43287612810830567	0.4752727272727273	0.007205884241278831
1723491489995.0	0.4862601580065354	0.4752727272727273	0.006319698616000965
1723491489995.0	0.5462277217684343	0.4752727272727273	0.005546225140770472
1723491489995.0	0.6135907273413169	0.4752727272727273	0.004862080479002959
1723491489995.0	0.6892612104349695	0.4752727272727273	0.004250581147923238
1723491489995.0	0.7742636826811269	0.4752727272727273	0.0037002593430557
1723491489995.0	0.8697490026177834	0.4752727272727273	0.0032035484498736545
1723491489995.0	0.9770099572992247	0.4752727272727273	0.002755627331312416
1723491489995.0	1.0974987654930568	0.4752727272727273	0.00235342591110738
1723491489995.0	1.232846739442066	0.4752727272727273	0.001994804200741507
1723491489995.0	1.3848863713938717	0.4752727272727273	0.0016779207915308728
1723491489995.0	1.5556761439304723	0.4752727272727273	0.0014008013915369373
1723491489995.0	1.747528400007683	0.4752727272727273	0.0011611026776486917
1723491489995.0	1.9630406500402726	0.4752727272727273	0.0009560462559668216
1723491489995.0	2.2051307399030455	0.4752727272727273	0.0007824797599761193
1723491489995.0	2.477076355991709	0.4752727272727273	0.0006370136711790225
1723491489995.0	2.782559402207126	0.4752727272727273	0.0005161853329172008
1723491489995.0	3.125715849688235	0.4752727272727273	0.0004166131115873547
1723491489995.0	3.511191734215127	0.4752727272727273	0.0003351186281729781
1723491489995.0	3.944206059437656	0.4752727272727273	0.0002688087432179052
1723491489995.0	4.430621457583878	0.4752727272727273	0.0002151188574125366
1723491489995.0	4.9770235643321135	0.4752727272727273	0.00017182454403052316
1723491489995.0	5.5908101825122225	0.4752727272727273	0.00013703037992350518
1723491489995.0	6.280291441834246	0.4752727272727273	0.00010914438903849193
1723491489995.0	7.054802310718645	0.4752727272727273	8.684494064983969e-05
1723491489995.0	7.92482898353917	0.4752727272727273	6.904507818376136e-05
1723491489995.0	8.902150854450392	0.4752727272727273	5.485755199981774e-05
1723491489995.0	10.0	0.4752727272727273	4.356247858536182e-05
1723491486515.0	9.999999999999999e-05	0.17254545454545456	23.8875688023094
1723491486515.0	0.00011233240329780277	0.17254545454545456	23.88431575281502
1723491486515.0	0.0001261856883066021	0.17254545454545456	23.88021213941657
1723491486515.0	0.00014174741629268046	0.17254545454545456	23.87503598693454
1723491486515.0	0.00015922827933410923	0.17254545454545456	23.868507638089923
1723491486515.0	0.00017886495290574353	0.17254545454545456	23.860274910719856
1723491486515.0	0.00020092330025650479	0.17254545454545456	23.849894522202124
1723491486515.0	0.0002257019719633919	0.17254545454545456	23.836808893684186
1723491486515.0	0.00025353644939701115	0.17254545454545456	23.82031726658926
1723491486515.0	0.00028480358684358016	0.17254545454545456	23.799539866424716
1723491486515.0	0.00031992671377973844	0.17254545454545456	23.77337364623348
1723491486515.0	0.00035938136638046257	0.17254545454545456	23.740437958110512
1723491486515.0	0.0004037017258596554	0.17254545454545456	23.699008379314197
1723491486515.0	0.0004534878508128582	0.17254545454545456	23.646936932908922
1723491486515.0	0.000509413801481638	0.17254545454545456	23.58155721001395
